context,candidates,target_position,target_lemma,pos_tag,gold_subst,gold_subst_weights
"['Abstract', ':', 'Analysis', 'of', 'contact', 'between', 'two', 'chromosomal', 'races', 'of', 'house', 'mice', 'in', 'northern', 'Italy', 'show', 'that', 'natural', 'selection', 'will', 'produce', 'alleles', 'that', 'bar', 'interracial', 'matings', 'if', 'the', 'resulting', 'offspring', 'are', 'unfit', 'hybrids', '.']","['apparatus', 'ban', 'banner', 'barrier', 'biscuit', 'block', 'crossbar', 'exclude', 'exclusion', 'handlebar', 'hostelry', 'hurdle', 'indicator', 'level', 'lounge', 'marker', 'menu', 'metal', 'obstruct', 'obstruction', 'pole', 'prevent', 'prohibition', 'pub', 'restriction', 'rod', 'saloon', 'slab', 'snack']",23,bar,n.v,"['prevent', 'obstruct', 'block', 'exclude']","[3.0, 1.0, 1.0, 1.0]"
"['When', 'Time', 'magazine', ""'s"", 'cover', 'portrays', 'millennium', 'nuts', 'as', 'deranged', ',', 'crazy', 'Christians', 'holding', 'a', 'cross', 'as', 'it', 'did', 'last', 'month', ',', 'boycott', 'their', 'magazine', 'and', 'the', 'products', 'it', 'advertises', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",15,cross,n,['crucifix'],[5.0]
"['Four-Set', 'in', 'a', 'cross', ',', 'the', 'points', 'meeting', 'in', 'water', 'surrounded', 'by', 'luminous', 'crescents', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",3,cross,n,"['crucifix', 'x shape', 'two intersecting lines']","[1.0, 1.0, 1.0]"
"['It', 'was', 'designed', 'in', 'the', 'form', 'of', 'a', 'cross', 'with', 'a', 'cast', 'iron', 'sword', 'placed', 'where', 'the', 'cross', 'members', 'join', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",8,cross,n,"['crucifix', 'x', 'two intersecting lines']","[1.0, 1.0, 1.0]"
"['Triticale', ',', 'a', 'cross', 'between', 'wheat', 'and', 'rye', ',', 'matures', 'later', 'than', 'rye', 'but', 'earlier', 'than', 'wheat', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",3,cross,n,"['hybrid of', 'hybrid', 'mixture of']","[3.0, 2.0, 1.0]"
"['Old', 'Nick', 'got', 'tired', 'of', 'cussing', ',', 'was', 'humiliated', 'at', 'being', 'sat', 'on', ',', 'and', 'hurting', 'like', 'the', 'torments', 'of', 'Hell', 'for', 'being', 'so', 'close', 'to', 'the', 'cross', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",27,cross,n,['crucifix'],[5.0]
"['By', '1924', 'he', 'managed', 'to', 'transmit', 'across', 'a', 'few', 'feet', 'the', 'flickering', 'image', 'of', 'a', 'Maltese', 'cross', 'and', 'on', '26th', 'January', '1926', 'he', 'gave', 'the', 'world', ""'s"", 'first', 'demonstration', 'of', 'true', 'television', 'in', 'his', 'attic', 'workshop', 'before', 'some', 'fifty', 'scientists', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",16,cross,n,['crucifix'],[2.0]
"['He', 'appeared', 'to', 'his', 'apostles', 'and', 'spoke', 'to', 'them', 'about', 'God', ""'s"", 'kingdom.', ""'"", 'Acts', '1:3', 'Jesus', 'took', 'the', 'consequences', 'of', 'our', 'self-centredness', 'by', 'giving', 'up', 'his', 'life', 'on', 'the', 'cross', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",30,cross,n,['crucifix'],[3.0]
"['If', 'power', 'cycling', 'occurs', ',', 'care', 'must', 'be', 'taken', 'to', 'account', 'for', 'the', '""', 'dead', 'time', '""', 'between', 'shutdown', 'and', 'power', 'up', 'when', 'the', 'latchup', 'cross', 'section', 'is', 'evaluated', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",25,cross,n,"['right angled cut', 'transverse', 'sequence', 'segment']","[1.0, 1.0, 1.0, 1.0]"
"['""', 'Mixed', 'race', 'people', 'represent', 'a', 'diverse', 'cross', 'section', 'of', 'racial', ',', 'ethnic', ',', 'and', 'cultural', 'heritages', ',', 'with', 'many', 'multiracial', 'individuals', 'identifying', 'with', 'multiple', 'communities', ',', '""', 'the', 'organizations', 'stated', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",7,cross,n,"['representative sample', 'mixture', 'sample', 'typical sample']","[1.0, 1.0, 1.0, 1.0]"
"['I', 'can', 'only', 'judge', 'keyboards', 'by', 'going', 'into', 'somewhere', 'like', 'PC', 'World', 'and', 'physically', 'trying', 'them', ',', 'and', 'I', 'do', 'not', 'want', 'to', 'go', 'into', 'somewhere', 'like', 'PC', 'World', ',', 'as', 'I', 'do', 'not', 'want', 'to', 'get', 'cross', '.']","['angry', 'annoyed', 'crucifix', 'hybrid', 'irate', 'irritated', 'mixture', 'sample', 'segment', 'sequence', 'transverse', 'x']",37,cross,n.a,"['angry', 'annoyed', 'irate', 'irritated']","[5.0, 3.0, 1.0, 1.0]"
"['Mr.', 'Hall', ""'s"", 'old', 'factory', 'is', 'still', 'on', 'Oklahoma', 'Avenue', ',', 'but', 'the', 'metal', 'fabrication', 'plant', 'where', 'Mr.', 'Larson', 'worked', 'finally', 'closed', 'last', 'year', 'after', 'withering', 'for', 'decades', '.']","['also', 'eventually', 'lastly', 'ultimately']",20,finally,r,"['eventually', 'ultimately', 'at last']","[2.0, 1.0, 1.0]"
"['Finally', ',', 'this', 'new', 'rule', 'will', 'also', 'have', 'the', 'effect', 'of', 'encouraging', 'existing', 'corporations', 'to', 'produce', 'safer', 'products', ',', 'in', 'keeping', 'with', 'the', 'public', 'policy', 'goals', 'that', 'underlie', 'product', 'liability', 'law', 'generally.', '[', 'Fn', '.']","['also', 'eventually', 'lastly', 'ultimately']",0,finally,r,"['lastly', 'in conclusion']","[4.0, 2.0]"
"['However', ',', 'this', 'easy', 'clearing', 'method', 'has', 'muddled', 'the', 'issue', 'quite', 'a', 'bit', ',', 'since', 'now', 'Explorer', 'is', 'not', 'actually', 'being', 'cleared', 'at', 'all', ',', 'while', 'Gecko', 'browsers', 'have', 'finally', 'been', 'corrected', 'so', 'they', 'do', 'clear', 'all', 'previous', 'floats', '.']","['also', 'eventually', 'lastly', 'ultimately']",29,finally,r,"['at last', 'at long last', 'eventually']","[3.0, 1.0, 1.0]"
"['Finally', ',', 'Adam', 'sees', 'the', 'ID', 'card', 'being', 'used', 'as', 'an', 'authenticator', 'because', 'it', 'might', 'be', 'declared', '""', 'trustworthy', '""', '.']","['also', 'eventually', 'lastly', 'ultimately']",0,finally,r,"['lastly', 'to conclude', 'in conclusion', 'eventually']","[3.0, 1.0, 1.0, 1.0]"
"['He', 'said', ',', '""', 'OK', ',', 'first', ',', 'I', ""'d"", 'like', 'to', 'have', 'a', 'face', 'like', 'Clark', 'Gable', ',', 'then', ',', 'I', ""'d"", 'like', 'a', 'build', 'like', 'Arnold', 'Schwarzenegger', ',', 'and', 'finally', ',', 'I', ""'d"", 'like', 'sexual', 'equipment', 'like', 'this', 'here', 'horse', 'I', ""'m"", 'riding', '.']","['also', 'eventually', 'lastly', 'ultimately']",31,finally,r,"['lastly', 'also']","[4.0, 1.0]"
"['Finally', ',', 'I', 'interviewed', 'Eric', 'Howes', ',', 'a', 'noted', 'spyware', 'researcher', 'at', 'the', 'University', 'of', 'Illinois', ',', 'who', 'has', 'found', 'that', 'today', ""'s"", 'most', 'popular', 'anti-spyware', 'software', 'packages', 'are', 'far', 'less', 'effective', 'than', 'many', 'believe', '(', 'see', 'sidebar', ',', 'below', ')', '.']","['also', 'eventually', 'lastly', 'ultimately']",0,finally,r,"['lastly', 'at last', 'eventually']","[4.0, 2.0, 1.0]"
"['However', ',', 'you', 'will', 'get', 'those', 'NSF', 'fees', 'reimbursed', 'by', 'the', 'bank', 'as', 'well', '-', 'it', 'will', 'just', 'come', 'when', 'they', 'finally', 'process', 'everything', 'together', '.']","['also', 'eventually', 'lastly', 'ultimately']",21,finally,r,"['eventually', 'at last']","[4.0, 1.0]"
"['Finally', ',', 'the', 'Army', 'has', 'conducted', 'range', 'characterization', 'activities', 'regarding', 'the', 'potential', 'for', 'contamination', 'from', 'munitions', 'residues', 'at', '17', 'ranges', 'throughout', 'the', 'United', 'States', ',', 'assessing', 'the', 'different', 'types', 'of', 'ranges', 'used', 'by', 'the', 'Army', '.']","['also', 'eventually', 'lastly', 'ultimately']",0,finally,r,"['lastly', 'at last', 'eventually']","[4.0, 2.0, 1.0]"
"['Finally', ',', 'it', 'is', 'outlined', 'how', 'a', 'mesoscopic', 'theory', 'should', 'be', 'constructed', 'for', 'a', 'particular', 'scanning', 'tunneling', 'microscopy', 'experiment', 'in', 'order', 'to', 'overcome', 'the', 'failure', 'of', 'a', 'corresponding', 'reaction', 'diffusion', 'model', 'to', 'quantitatively', 'reproduce', 'the', 'experiments', '.']","['also', 'eventually', 'lastly', 'ultimately']",0,finally,r,"['lastly', 'last of all', 'in conclusion']","[4.0, 1.0, 1.0]"
"['Finally', ',', 'the', 'proposed', 'disposal', 'rule', 'would', 'apply', 'to', 'transfer', 'agents', 'registered', 'with', 'the', 'Commission', '.']","['also', 'eventually', 'lastly', 'ultimately']",0,finally,r,['lastly'],[5.0]
"['Up', 'to', 'sixty', 'percent', 'of', 'the', 'fatty', 'acid', 'content', 'in', 'the', 'grasses', 'on', 'the', 'plains', 'contain', 'omega-3', 'and', 'are', 'found', 'in', 'abundance', 'in', 'buffalo', 'allowed', 'to', 'graze', 'on', 'the', 'natural', 'grasses', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",19,find,v,"['discover', 'evident', 'present', 'exist', 'detect']","[1.0, 1.0, 1.0, 1.0, 1.0]"
"['If', 'you', 'find', 'yourself', 'caught', 'up', 'in', 'negative', 'thoughts', 'and', 'find', 'that', 'you', 'suddenly', 'expect', 'the', 'worst', 'it', 'will', 'be', 'impossible', 'to', 'perform', 'at', 'your', 'peak', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",10,find,v,"['realise', 'discover', 'feel']","[2.0, 2.0, 1.0]"
"['Search', 'Customer', 'Reviews', '9', 'of', '10', 'people', 'found', 'the', 'following', 'review', 'helpful', ':', 'Early', 'feminist', 'literature', '-', 'memorable', ',', 'November', '21', ',', '2000', 'Reviewer', ':', 'M.', 'J.', 'Smith', '(', 'Seattle', ',', 'WA', 'USA', ')', '-', 'See', 'all', 'my', 'reviews', 'This', 'book', 'consists', 'of', 'a', 'gem', 'of', 'a', 'story', 'and', 'a', 'mediocre', 'afterward', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",7,find,v,"['believe', 'discover', 'think', 'felt']","[2.0, 1.0, 1.0, 1.0]"
"['Well', 'they', 'have', 'a', 'friend', 'named', 'Morgan', 'and', 'Morgan', 'told', 'them', 'to', 'find', 'an', 'object', 'that', 'he', 'wants', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",12,find,v,"['look for', 'locate', 'discover', 'seek']","[2.0, 2.0, 1.0, 1.0]"
"['Consistent', 'with', 'previous', 'findings', ',', 'lack', 'of', 'congruence', 'was', 'found', 'to', 'be', 'a', 'precursor', 'of', 'intrusiveness', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",9,find,v,"['discover', 'show', 'recognised as', 'believe', 'see']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['nokia', 'mobile', 'phone', 'cases', ',', 'motorola', 'cell', 'phone', 'cases', ',', 'motorola', 'cell', 'phone', 'case', ',', 'body', 'glove', 'cell', 'phone', 'case', 'I', 'think', 'the', 'best', 'place', 'where', 'you', 'can', 'find', 'CELL', 'PHONE', 'CARRYING', 'CASE', 'is', 'eBay', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",28,find,v,"['get', 'locate', 'discover', 'buy']","[2.0, 2.0, 1.0, 1.0]"
"['Oh', ',', 'and', 'as', 'far', 'as', 'the', 'Kool-Aid', 'jokes', ',', 'find', 'your', 'own', 'material', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",10,find,v,"['get', 'discover', 'look for', 'invent', 'locate', 'write', 'obtain']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['But', 'much', 'that', 'we', 'once', 'accepted', 'as', 'inevitable', ',', 'we', 'now', 'find', 'absolutely', 'intolerable', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",11,find,v,"['consider', 'perceive as', 'see as', 'believe', 'think', 'feel', 'realise is']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['SpeedUpMyPC', 'automatically', 'finds', 'the', 'best', 'settings', 'for', 'your', 'PC', 'and', 'carefully', 'controls', 'your', 'system', 'resources', 'to', 'give', 'you', 'the', 'best', 'performance', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",2,find,v,"['discover', 'locate', 'determine', 'ascertail', 'calculate']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['If', 'Bessler', 'had', 'indeed', 'discovered', 'some', 'mechanical', 'way', 'of', 'creating', 'perpetual', 'motion', ',', 'perhaps', 'the', 'only', 'way', 'it', 'is', 'explainable', 'is', 'if', 'he', 'had', 'found', 'a', 'way', 'of', 'extracting', 'the', 'energy', 'from', 'this', 'Aether', '.']","['ascertail', 'believe', 'buy', 'calculate', 'consider', 'detect', 'determine', 'discover', 'evident', 'exist', 'feel', 'felt', 'get', 'invent', 'locate', 'obtain', 'present', 'realise', 'see', 'seek', 'show', 'think', 'write']",24,find,v,['discover'],[5.0]
"['The', 'Transcendental', 'Meditation', 'people', 'advertised', 'this', ':', '""', 'Meditation', 'can', 'fix', 'many', 'sicknesses', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",10,fix,v,"['cure', 'heal']","[3.0, 2.0]"
"['Now', ',', 'I', ""'m"", 'not', 'sure', 'how', 'I', 'went', 'from', 'missing', 'two', 'weeks', 'to', 'six', ',', 'but', 'intend', 'to', 'fix', 'that', 'as', 'I', 'go', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",19,fix,v,"['mend', 'correct', 'compensate for', 'sort out', 'make up for', 'repair']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"[""'"", ""'"", 'I', 'feel', 'I', 'can', 'get', 'a', 'lot', 'more', 'done', 'as', 'a', 'selectman', 'by', 'being', 'innovative', 'and', 'fixing', 'the', 'problems', 'we', 'have', 'with', 'cash', 'flows', ',', 'because', 'they', 'occur', 'every', 'year', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",18,fix,v,"['resolve', 'solve', 'mend', 'repair']","[2.0, 1.0, 1.0, 1.0]"
"['Getting', 'back', 'to', 'the', 'day', 'when', 'doctors', 'looked', 'at', 'the', 'whole', 'person', '.and', 'did', 'not', 'expect', 'a', 'pill', 'to', 'fix', 'the', 'mind', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",19,fix,v,"['cure', 'heal', 'mend']","[4.0, 2.0, 1.0]"
"['And', 'thanks', 'to', 'our', 'users', ',', 'we', 'now', 'have', 'around', '30', 'engines', 'in', 'the', 'database', '...', 'New', 'features', ':', '-', 'Better', 'layout', '-', 'Better', 'copy', '-', 'Small', 'bugs', 'fixed', 'Bugs', ':', '-', 'ie', 'hell', '+', 'much', 'more', 'Posted', 'by', 'eric', 'at', '05:24', 'PM', '|', 'Comments', '(', '3', ')', 'Investment', 'News', 'As', 'part', 'of', 'the', 'new', 'international', 'expansion', 'strategy', '24hdc.com', 'now', 'accepts', 'USD', 'for', 'investments', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",28,fix,v,"['repair', 'correct', 'cure', 'resolve', 'patch']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['Er', ',', 'tilty.', 'by', 'anna', 'at', 'July', '17', ',', '2003', '03:37', 'PM', 'yeah', ',', 'in', 'our', 'case', ',', 'whoever', 'did', 'the', 'foundation', 'fucked', 'up', 'royally.', 'when', 'the', 'house', 'settled', ',', 'it', 'was', 'fubar.', 'should', 'be', 'pretty', 'easy', 'to', 'fix', 'though...just', 'a', 'matter', 'of', 'getting', 'the', 'pilings', 'set', 'to', 'the', 'right', 'heights.', 'by', 'JC', 'at', 'July', '17', ',', '2003', '06:32', 'PM', 'add', 'a', 'comment', 'Name', ':', 'Email', 'Address', ':', 'URL', ':', 'Remember', 'personal', 'info', '?']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",38,fix,v,"['repair', 'correct', 'mend', 'put right', 'sort out']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['I', 'guess', 'I', ""'ll"", 'be', 'able', 'to', 'hit', 'the', 'hot', 'button', 'many', 'times', 'as', 'I', ""'m"", 'always', 'at', 'the', 'dealer', 'getting', 'my', 'car', 'fixed', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",23,fix,v,"['mend', 'repair']","[3.0, 3.0]"
"['The', 'long-term', 'problem', 'with', 'Social', 'Security', 'after', '2042', 'could', 'be', 'totally', 'fixed', 'by', 'raising', 'the', 'cap', 'on', 'income', 'to', 'a', 'level', 'needed', 'to', 'generate', 'sufficient', 'income', 'to', 'enable', 'the', 'system', 'to', 'continue', 'to', 'pay', '100', 'percent', 'indefinitely', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",11,fix,v,"['mend', 'resolve', 'correct', 'solve']","[2.0, 2.0, 1.0, 1.0]"
"['The', 'only', 'way', 'to', 'fix', 'this', 'is', 'for', 'linux', 'to', 'get', 'enough', 'market', 'share', 'to', 'be', 'able', 'to', 'make', 'demands', 'for', 'hardware', 'support.', '[', 'reply', ']', '[', 'top', ']', '[', '脗', '禄', ']', 'Releasing', 'specs', 'is', 'the', 'only', 'answer.', 'by', 'The', 'Nose', 'Who', 'Knows', '-', 'Feb', '26th', '2001', '04:29:40', '&gt;', 'The', 'other', 'reason', 'why', 'vendors', 'do', ""n't"", 'support', 'linux', '&gt;', 'most', 'of', 'the', 'time', 'for', 'commidity', 'hardware', 'such', 'as', '&gt;', 'webcam', 'is', 'low', 'returns', 'on', 'investments', '.']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",4,fix,v,"['correct', 'solve', 'improve', 'mend', 'do', 'resolve']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['But', 'if', 'no', 'prayers', 'can', 'alter', 'your', 'purpose', ',', 'dear', 'one', ',', 'husband', ',', 'if', 'you', 'are', 'so', 'fixed', 'on', 'going', ',', 'take', 'me', 'with', 'you', ',', 'also', '!']","['correct', 'cure', 'determine', 'do', 'heal', 'improve', 'intent', 'mend', 'patch', 'repair', 'resolve', 'set', 'solve', 'stick']",18,fix,v,"['set', 'intent', 'stick', 'determine']","[3.0, 1.0, 1.0, 1.0]"
